시도,시군구,폐기물 종류_대,폐기물 종류_중,폐기물 종류_소,2019년 발생량,총계_재활용,총계_소각,총계_매립,총계_기타,공공처리_재활용,공공처리_소각,공공처리_매립,공공처리_기타,자가처리_재활용,자가처리_소각,자가처리_매립,자가처리_기타,위탁처리_재활용,위탁처리_소각,위탁처리_매립,위탁처리_기타,YEAR
전북,소계,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,2,0,0.4,1.6,0,0,0.3,1.5,0,0,0,0,0,0,0.1,0.1,0,2020
전북,소계,종량제방식 등 혼합배출,불연성,연탄재,5.4,0,1.5,4,0,0,1.2,3.9,0,0,0,0,0,0,0.3,0.1,0,2020
전북,소계,종량제방식 등 혼합배출,불연성,기타,13.8,0.1,2.4,11.2,0,0.1,2,11,0,0,0,0,0,0,0.4,0.2,0,2020
전북,소계,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,0.3,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2020
전북,소계,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0.2,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,소계,EMPTY,288.9,236,36.4,16.6,0,139.6,33.3,15.6,0,0,0,0,0,96.4,3.1,1,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐지류,종이팩,5.8,5.8,0,0,0,1,0,0,0,0,0,0,0,4.8,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐지류,기타,19.1,19.1,0,0,0,9,0,0,0,0,0,0,0,10.1,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,고철류,EMPTY,43,43,0,0,0,5.1,0,0,0,0,0,0,0,37.9,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,금속캔,EMPTY,3.7,3.7,0,0,0,2.9,0,0,0,0,0,0,0,0.8,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,8.5,8.6,0,0,0,7.1,0,0,0,0,0,0,0,1.5,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,5.3,5.2,0,0,0,4.1,0,0,0,0,0,0,0,1.1,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,21.7,21.7,0,0,0,15.8,0,0,0,0,0,0,0,5.9,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐합성수지류,기타,6.9,7,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,2.1,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,21.1,21.2,0,0,0,15.2,0,0,0,0,0,0,0,6,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0.7,0.7,0,0,0,0.4,0,0,0,0,0,0,0,0.3,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0.3,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,1.8,1.8,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,36.8,36.8,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0.4,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,3.8,3.8,0,0,0,3.5,0,0,0,0,0,0,0,0.3,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,1.2,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,기타,EMPTY,4.1,4.1,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,2020
전북,소계,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,101.4,48.4,36.4,16.6,0,21.8,33.3,15.6,0,0,0,0,0,26.6,3.1,1,0,2020
전북,소계,음식물류 폐기물 분리배출,EMPTY,EMPTY,607.3,605.5,0,1.8,0,285.2,0,1.8,0,0.6,0,0,0,319.7,0,0,0,2020
전북,전주시,합계,EMPTY,EMPTY,545.3,335.9,186.2,23.3,0,266,186.2,22.3,0,0,0,0,0,69.9,0,1,0,2020
전북,전주시,종량제방식 등 혼합배출,소계,EMPTY,207.8,0,186.2,21.6,0,0,186.2,21.6,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,소계,186.2,0,186.2,0,0,0,186.2,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,폐지류,58.4,0,58.4,0,0,0,58.4,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,폐합성수지류,45.3,0,45.3,0,0,0,45.3,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,폐고무류,2.1,0,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,폐섬유류,8.3,0,8.3,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,음식물류 폐기물,11.1,0,11.1,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,폐목재류,4.3,0,4.3,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,가연성,기타,56.6,0,56.6,0,0,0,56.6,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,불연성,소계,21.6,0,0,21.6,0,0,0,21.6,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,불연성,폐금속류,6.1,0,0,6.1,0,0,0,6.1,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,불연성,폐유리류,9.9,0,0,9.9,0,0,0,9.9,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,불연성,폐토사류,0.6,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.4,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,불연성,연탄재,2.1,0,0,2.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,불연성,기타,2.6,0,0,2.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,소계,EMPTY,77.4,75.7,0,1.7,0,31.1,0,0.7,0,0,0,0,0,44.6,0,1,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐지류,기타,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,고철류,EMPTY,1.2,1.2,0,0,0,0.5,0,0,0,0,0,0,0,0.7,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,금속캔,EMPTY,1.3,1.3,0,0,0,0.5,0,0,0,0,0,0,0,0.8,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,2.5,2.6,0,0,0,1.1,0,0,0,0,0,0,0,1.5,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,2,1.9,0,0,0,0.8,0,0,0,0,0,0,0,1.1,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,10.2,10.2,0,0,0,4.3,0,0,0,0,0,0,0,5.9,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐합성수지류,기타,1.6,1.6,0,0,0,0.7,0,0,0,0,0,0,0,0.9,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,10.3,10.4,0,0,0,4.4,0,0,0,0,0,0,0,6,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0.5,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0.2,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,전주시,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,45.8,44.1,0,1.7,0,18.6,0,0.7,0,0,0,0,0,25.5,0,1,0,2020
전북,전주시,음식물류 폐기물 분리배출,EMPTY,EMPTY,260.1,260.1,0,0,0,234.8,0,0,0,0,0,0,0,25.3,0,0,0,2020
전북,군산시,합계,EMPTY,EMPTY,351.6,172.6,38.6,140.3,0,15.5,0,140.3,0,0,0,0,0,157.1,38.6,0,0,2020
전북,군산시,종량제방식 등 혼합배출,소계,EMPTY,173.8,0,38.6,135.1,0,0,0,135.1,0,0,0,0,0,0,38.6,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,소계,161.4,0,35.9,125.5,0,0,0,125.5,0,0,0,0,0,0,35.9,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,폐지류,50.6,0,11.3,39.4,0,0,0,39.4,0,0,0,0,0,0,11.3,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,폐합성수지류,39.3,0,8.7,30.6,0,0,0,30.6,0,0,0,0,0,0,8.7,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,폐고무류,1.8,0,0.4,1.4,0,0,0,1.4,0,0,0,0,0,0,0.4,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,폐섬유류,7.8,0,1.7,6.1,0,0,0,6.1,0,0,0,0,0,0,1.7,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,음식물류 폐기물,9.6,0,2.1,7.5,0,0,0,7.5,0,0,0,0,0,0,2.1,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,폐목재류,3.8,0,0.8,2.9,0,0,0,2.9,0,0,0,0,0,0,0.8,0,0,2020
전북,군산시,종량제방식 등 혼합배출,가연성,기타,48.5,0,10.8,37.7,0,0,0,37.7,0,0,0,0,0,0,10.8,0,0,2020
전북,군산시,종량제방식 등 혼합배출,불연성,소계,12.4,0,2.8,9.6,0,0,0,9.6,0,0,0,0,0,0,2.8,0,0,2020
전북,군산시,종량제방식 등 혼합배출,불연성,폐금속류,3.5,0,0.8,2.7,0,0,0,2.7,0,0,0,0,0,0,0.8,0,0,2020
전북,군산시,종량제방식 등 혼합배출,불연성,폐유리류,5.7,0,1.3,4.4,0,0,0,4.4,0,0,0,0,0,0,1.3,0,0,2020
전북,군산시,종량제방식 등 혼합배출,불연성,폐토사류,0.3,0,0.1,0.3,0,0,0,0.3,0,0,0,0,0,0,0.1,0,0,2020
전북,군산시,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.3,0,0.1,0.3,0,0,0,0.3,0,0,0,0,0,0,0.1,0,0,2020
전북,군산시,종량제방식 등 혼합배출,불연성,연탄재,1.2,0,0.3,0.9,0,0,0,0.9,0,0,0,0,0,0,0.3,0,0,2020
전북,군산시,종량제방식 등 혼합배출,불연성,기타,1.4,0,0.3,1.1,0,0,0,1.1,0,0,0,0,0,0,0.3,0,0,2020
전북,군산시,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,소계,EMPTY,71,65.8,0,5.2,0,15.5,0,5.2,0,0,0,0,0,50.3,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐지류,종이팩,4.9,4.9,0,0,0,0.1,0,0,0,0,0,0,0,4.8,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐지류,기타,9.8,9.8,0,0,0,1.5,0,0,0,0,0,0,0,8.3,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,고철류,EMPTY,39.5,39.5,0,0,0,2.3,0,0,0,0,0,0,0,37.2,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,1.8,1.8,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,4.7,4.7,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐합성수지류,기타,1,1.1,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,3.8,3.8,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,군산시,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,5.2,0,0,5.2,0,0,0,5.2,0,0,0,0,0,0,0,0,0,2020
전북,군산시,음식물류 폐기물 분리배출,EMPTY,EMPTY,106.8,106.8,0,0,0,0,0,0,0,0,0,0,0,106.8,0,0,0,2020
전북,익산시,합계,EMPTY,EMPTY,249,108.6,140.4,0,0,23,140.4,0,0,0.2,0,0,0,85.4,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,소계,EMPTY,109.2,0,109.2,0,0,0,109.2,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,소계,101.4,0,101.4,0,0,0,101.4,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,폐지류,31.8,0,31.8,0,0,0,31.8,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,폐합성수지류,24.7,0,24.7,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,폐고무류,1.1,0,1.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,폐섬유류,4.5,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,음식물류 폐기물,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,폐목재류,2.4,0,2.4,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,가연성,기타,30.8,0,30.8,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,불연성,소계,7.8,0,7.8,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,불연성,폐금속류,2.2,0,2.2,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,불연성,폐유리류,3.6,0,3.6,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,불연성,폐토사류,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,불연성,연탄재,0.7,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,불연성,기타,0.9,0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,소계,EMPTY,54.2,23,31.2,0,0,23,31.2,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐지류,종이팩,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐지류,기타,2.6,2.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,5.5,5.5,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,2.2,2.2,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐합성수지류,기타,2.3,2.3,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,1.8,1.8,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,34.4,3.2,31.2,0,0,3.2,31.2,0,0,0,0,0,0,0,0,0,0,2020
전북,익산시,음식물류 폐기물 분리배출,EMPTY,EMPTY,85.6,85.6,0,0,0,0,0,0,0,0.2,0,0,0,85.4,0,0,0,2020
전북,정읍시,합계,EMPTY,EMPTY,108.8,45.7,47.2,15.9,0,9.1,44.1,15.9,0,0,0,0,0,36.6,3.1,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,소계,EMPTY,59.7,0,44.1,15.6,0,0,44.1,15.6,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,소계,55.5,0,41,14.5,0,0,41,14.5,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,폐지류,17.4,0,12.9,4.5,0,0,12.9,4.5,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,폐합성수지류,13.5,0,10,3.5,0,0,10,3.5,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,폐고무류,0.7,0,0.5,0.2,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,폐섬유류,2.7,0,2,0.7,0,0,2,0.7,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,음식물류 폐기물,3.3,0,2.4,0.9,0,0,2.4,0.9,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,폐목재류,1.3,0,1,0.3,0,0,1,0.3,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,가연성,기타,16.6,0,12.3,4.3,0,0,12.3,4.3,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,불연성,소계,4.1,0,3.1,1.1,0,0,3.1,1.1,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,불연성,폐금속류,1.2,0,0.9,0.3,0,0,0.9,0.3,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,불연성,폐유리류,1.9,0,1.4,0.5,0,0,1.4,0.5,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,불연성,폐토사류,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,불연성,연탄재,0.4,0,0.3,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,불연성,기타,0.4,0,0.3,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,재활용 _가능자원_ 분리배출,소계,EMPTY,12.5,9.1,3.1,0.3,0,9.1,0,0.3,0,0,0,0,0,0,3.1,0,0,2020
전북,정읍시,재활용 _가능자원_ 분리배출,폐지류,종이팩,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,재활용 _가능자원_ 분리배출,폐지류,기타,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
전북,정읍시,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2020
